Project Name,Project Amount,Project Platform,Interest Rate,Project Status,Project Siren,Project Duration,Project Due Date,Project Type,Project Periodicity,Note Plateforme,Project Comment
Merci Jérôme Développement,200000.0,lendopolis,6.75,Clos,521788380,36,27/03/2018,amortizing,monthly,B,reimbursed
Autolagon - 2,110000.0,bolden,9.0,Clos,795056035,24,30/03/2018,amortizing,monthly,D,reimbursed
Let's Invest BD,467000.0,lendix,5.6,Clos,832334767,84,19/03/2018,amortizing,monthly,B+,reimbursed
Développement de l'offre personnes à mobilité réduite,50000.0,lesentrepreteurs,7.5,Clos,305362790,36,16/04/2018,amortizing,monthly,D,reimbursed
Sertac,500000.0,wesharebonds,6.5,Clos,450193255,48,12/03/2018,amortizing,monthly,,reimbursed
H2air,144060.0,lendosphere,0.0,Clos,502009061,0,24/05/2018,amortizing,quarterly,0,reimbursed
PHARMACIE DU VAL DE LOIRE,50000.0,credit.fr,5.6,Clos,483467171,36,12/03/2018,amortizing,monthly,B+,reimbursed
Cofle,500000.0,lendix,5.8,Clos,05086630158,48,13/03/2018,amortizing,monthly,B+,reimbursed
Marseille Technic Communication,100000.0,lendix,5.45,Clos,410295117,36,12/03/2018,amortizing,monthly,B,reimbursed
COLORE DIEM,25011.0,pretup,8.5,Clos,444986368,24,09/03/2018,amortizing,monthly,C,reimbursed
Sarl Inks,52000.0,lendix,5.5,Clos,504454463,48,09/03/2018,amortizing,monthly,B,reimbursed
Les Martys,60000.0,enerfip,6.0,Clos,835190026,24,16/04/2018,bullet,annual,,reimbursed
Monticello Business,364000.0,lendix,6.2,Clos,789856200,36,07/03/2018,amortizing,monthly,C,reimbursed
SARL LES GRANDS OPTICIENS,70000.0,pretup,8.5,Clos,520834110,36,14/03/2018,amortizing,monthly,C,reimbursed
Cybele Solutions,30000.0,lendopolis,8.25,Clos,489916635,36,01/03/2018,amortizing,monthly,C,reimbursed
Oursel-Maison,300000.0,enerfip,5.0,Clos,795106517,36,10/05/2018,bullet,quarterly,,reimbursed
Hoa Nam,104000.0,lendix,6.5,Clos,322325184,36,01/03/2018,amortizing,monthly,C,reimbursed
VAUBECOUR,20000.0,credit.fr,7.8,Clos,531020063,36,05/03/2018,amortizing,monthly,C,reimbursed
HORIZONS HEUREUX,500000.0,credit.fr,6.1,Clos,434373890,48,05/03/2018,amortizing,monthly,B+,reimbursed
Rénovation bar tabac presse Tourcoing,45000.0,lesentrepreteurs,8.0,Clos,478440928,48,31/03/2018,amortizing,monthly,D,reimbursed
Familybox,900000.0,lendix,5.9,Clos,B88023742,60,28/02/2018,amortizing,monthly,B+,reimbursed
Bollène,320000.0,enerfip,6.0,Clos,815407374,24,27/03/2018,bullet,annual,,reimbursed
PROMATTEX,100000.0,credit.fr,5.6,Clos,408484913,36,28/02/2018,amortizing,monthly,B+,reimbursed
WIZI CREATION,200000.0,credit.fr,7.2,Clos,790049787,48,28/02/2018,amortizing,monthly,B,reimbursed
ADPREMIER,125000.0,lendix,5.6,Clos,800083446,36,26/02/2018,amortizing,monthly,B,reimbursed
Aménagement nouveaux locaux AEC-BET 2,28000.0,lesentrepreteurs,7.5,Clos,510555907,24,31/03/2018,amortizing,monthly,D,reimbursed
Askia,150000.0,bolden,6.9,Clos,398856369,24,23/03/2018,amortizing,monthly,B,reimbursed
Bolden Specialty Finance - 1,1577253.0,bolden,0.0,Clos,,66,23/02/2018,amortizing,monthly,A,reimbursed
PhoneDroid - 2,100000.0,bolden,7.6,Clos,530898253,18,28/02/2018,amortizing,monthly,C,reimbursed
INTERNATIONAL MECHANICAL SUPPLY,50000.0,credit.fr,6.8,Clos,419455340,12,26/02/2018,amortizing,monthly,C,reimbursed
URBASOLAR,919400.0,lendosphere,0.0,Clos,,0,16/05/2018,amortizing,monthly,0,reimbursed
BHL DETENTE ET PRESTIGE,80000.0,pretup,8.5,Clos,750409583,24,26/02/2018,amortizing,monthly,C,reimbursed
La Tour Blanche,50000.0,enerfip,4.4,Clos,395388739,24,18/05/2018,amortizing,quarterly,,reimbursed
Hôtellerie - Guillac,10000.0,unilend,7.8,Clos,753021799,36,23/02/2018,amortizing,monthly,3,reimbursed
Financement de la croissance Régionale Express,25000.0,lesentrepreteurs,9.0,Clos,528656358,48,20/03/2018,amortizing,monthly,D,reimbursed
Terralia Immobilier,250000.0,lendopolis,9.5,Clos,491469151,18,24/02/2018,bullet,monthly,C,reimbursed
Pharmacie des Grands Hommes,1215000.0,lendix,5.6,Clos,539429639,55,21/02/2018,amortizing,monthly,B+,reimbursed
Sermaco Levante,400000.0,lendix,7.0,Clos,B30587273,36,23/02/2018,amortizing,monthly,C,reimbursed
ndoohabitat,30000.0,solylend,4.0,Clos,823 009 220,12,08/03/2018,amortizing,monthly,,reimbursed
PRP Création,100000.0,lendopolis,6.75,Clos,304249352,36,18/02/2018,amortizing,monthly,B,reimbursed
HOB France Services,30004.0,pretup,8.5,Clos,798507026,24,17/02/2018,amortizing,monthly,C,reimbursed
ACROTIR DEVELOPPEMENT,30006.0,pretup,8.5,Clos,802287417,36,16/02/2018,amortizing,monthly,C,reimbursed
BENNES SERVICES,150000.0,credit.fr,6.1,Clos,353054471,48,19/02/2018,amortizing,monthly,B+,reimbursed
Plus blanc que blanc,20000.0,prexem,8.1,clos,534491196,36,16/02/2018,amortizing,monthly,B,reimbursed
Côte des Vauzelles,60000.0,enerfip,6.0,Clos,423379338,24,31/03/2018,amortizing,quarterly,,reimbursed
Tomas Arrieta,300000.0,lendix,6.0,Clos,B50341171,48,21/02/2018,amortizing,monthly,B,reimbursed
V.I.D.A OPTIQUE,104000.0,credit.fr,5.0,Clos,498579234,48,16/02/2018,amortizing,monthly,A,reimbursed
Commerce de proximité hors alimentaire - Sainte-Tulle,10000.0,unilend,6.3,Clos,534448972,12,15/02/2018,amortizing,monthly,3,reimbursed
Mengozzi,500000.0,lendix,4.45,Clos,00722020401,48,14/02/2018,amortizing,monthly,A,reimbursed
SEINE COURTAGE,25000.0,pretup,8.5,Clos,517561353,36,12/02/2018,amortizing,monthly,C,reimbursed
Optomed,150000.0,investbook,7.5,Clos,387619307,48,31/01/2018,amortizing,monthly,,reimbursed
Développement d'une nouvelle gamme de thé,50000.0,lesentrepreteurs,8.0,Clos,798730560,24,16/03/2018,amortizing,monthly,D,reimbursed
Médical et paramédical - Nice,50000.0,unilend,6.3,Clos,434090270,36,14/02/2018,amortizing,monthly,3.5,reimbursed
BRASSERIE COTE PLAGE,20000.0,credit.fr,6.8,Clos,320474695,12,12/02/2018,amortizing,monthly,C,reimbursed
Chambriard Construction 2 #2,1660000.0,lendix,5.5,Clos,834044794,84,05/02/2018,amortizing,monthly,B+,reimbursed
MONSIEUR TOMMY JUMELLE,33013.0,pretup,8.5,Clos,431330869,24,05/02/2018,amortizing,monthly,C,reimbursed
ARCHITECTES ASSOCIES.COM,83000.0,lendix,4.5,Clos,443318118,36,05/02/2018,amortizing,monthly,B+,reimbursed
SAS COULEUR SUD,20000.0,credit.fr,7.2,Clos,512585514,48,07/02/2018,amortizing,monthly,B,reimbursed
CELUGA,103000.0,credit.fr,5.1,Clos,430068940,24,08/02/2018,amortizing,monthly,B+,reimbursed
"Service, conseil et assurances - Marseille",150000.0,unilend,6.3,Clos,752024554,12,13/02/2018,amortizing,monthly,3,reimbursed
AU PAIN D'ANTAN,90000.0,credit.fr,6.1,Clos,429181613,48,05/02/2018,amortizing,monthly,B+,reimbursed
Médical et paramédical - Maureilhan,15000.0,unilend,5.8,Clos,503505018,24,03/02/2018,amortizing,monthly,"3,5",reimbursed
A LA BOULE DE PAIN,20000.0,credit.fr,5.1,Clos,394067599,24,02/02/2018,amortizing,monthly,B+,reimbursed
S.MOTOS,30000.0,credit.fr,7.3,Clos,417697547,24,01/02/2018,amortizing,monthly,C,reimbursed
INNOVENT,550000.0,lendosphere,0.0,Clos,435362710,0,07/05/2018,bullet,annual,0,reimbursed
Palomar #2,650000.0,lendix,6.05,Clos,01091260529,48,31/01/2018,amortizing,monthly,B+,reimbursed
SERV TECHN PROFESS DE MARQUES,41000.0,credit.fr,6.7,Clos,334556107,36,30/01/2018,amortizing,monthly,B,reimbursed
AOC Médoc,15000.0,prexem,6.4,clos,505320689,12,26/01/2018,amortizing,monthly,B+,reimbursed
Sery Patrick,80000.0,pretup,8.5,Clos,353025307,18,26/01/2018,amortizing,monthly,C,reimbursed
MONSIEUR PASCAL BOUTELDJA,11011.0,pretup,8.5,Clos,414644708,24,25/01/2018,amortizing,monthly,B,reimbursed
IRISOLARIS,250000.0,lendopolis,6.0,Clos,510375835,60,19/02/2018,amortizing,monthly,A,reimbursed
OENOTROPIE,50000.0,credit.fr,7.3,Clos,479666794,24,23/01/2018,amortizing,monthly,C,reimbursed
AQUICARDIA,35000.0,pretup,8.5,Clos,502600109,36,22/01/2018,amortizing,monthly,C,reimbursed
Les Jardins de Flore,260000.0,lendix,3.5,Clos,344913520,48,22/01/2018,amortizing,monthly,A,reimbursed
Médical et paramédical - Noeux-les-Mines,30000.0,unilend,4.0,Clos,488771593,12,22/01/2018,amortizing,monthly,4,reimbursed
IFC Conseils,40116.0,pretup,8.5,Clos,523571024,24,19/01/2018,amortizing,monthly,C,reimbursed
SASU ABIS INDUSTRIE,100000.0,pretup,8.5,Clos,792811804,36,21/01/2018,amortizing,monthly,C,reimbursed
ABP BEAUMONT,65000.0,credit.fr,7.2,Clos,534309455,48,22/01/2018,amortizing,monthly,B,reimbursed
Progress,100000.0,lendopolis,6.25,Clos,407705755,24,27/01/2018,amortizing,monthly,,reimbursed
ARNAU ET FILS,20000.0,credit.fr,7.8,Clos,402840193,36,22/01/2018,amortizing,monthly,C,reimbursed
OPTION INTERIM MOLIERE,50000.0,credit.fr,6.7,Clos,800829681,36,18/01/2018,amortizing,monthly,B,reimbursed
EARTHLY SUPPLY COMPANY,50002.0,pretup,8.5,Clos,492917893,36,17/01/2018,amortizing,monthly,C,reimbursed
Commercialisation d'espace de travail design à Paris,30000.0,lesentrepreteurs,7.0,Clos,822344594,24,28/02/2018,amortizing,monthly,C,reimbursed
Red Digital de Telecomunicaciones,500000.0,lendix,5.75,Clos,B57481517,48,22/01/2018,amortizing,monthly,B,reimbursed
Commerce de proximité hors alimentaire - Provins,200000.0,unilend,6.5,Clos,328551569,48,05/02/2018,amortizing,monthly,4,reimbursed
LEMAITRE Wendy,8007.0,pretup,8.5,Clos,802393595,24,11/01/2018,amortizing,monthly,C,reimbursed
Italian Food,1600000.0,lendix,4.8,Clos,00269890653,36,11/01/2018,amortizing,monthly,B+,reimbursed
LES EPICURIENS,100000.0,credit.fr,7.8,Clos,443234109,36,10/01/2018,amortizing,monthly,C,reimbursed
Metalliance,500000.0,wesharebonds,6.5,Clos,727020109,48,07/01/2018,amortizing,monthly,C,reimbursed
TRAFFICKING SOLUTIONS,60000.0,credit.fr,6.8,Clos,441912680,12,09/01/2018,amortizing,monthly,C,reimbursed
Vendée Provence Soleil,144000.0,lendosphere,7.0,Clos,788896413,0,13/04/2018,amortizing,monthly,0,reimbursed
WOK TAO,85000.0,credit.fr,7.3,Clos,793082603,24,02/01/2018,amortizing,monthly,C,reimbursed
Commerce de proximité hors alimentaire - Toulouse,150000.0,unilend,4.9,Clos,341699676,24,11/01/2018,amortizing,monthly,4,reimbursed
Joliva Rp,10000.0,bolden,6.9,Clos,788998805,12,29/12/2017,amortizing,monthly,B,reimbursed
Equipements pour la dépollution des sols,50000.0,lesentrepreteurs,8.5,Clos,797826906,36,31/01/2018,amortizing,monthly,D,reimbursed
Josso,1245000.0,lendix,5.5,Clos,348525049,54,29/12/2017,amortizing,monthly,B,reimbursed
Editions Clouet,52000.0,lendix,4.0,Clos,339753527,12,28/12/2017,amortizing,monthly,B,reimbursed
DINES,150000.0,credit.fr,6.7,Clos,507629400,36,08/01/2018,amortizing,monthly,B,reimbursed
Edélices - 3,100000.0,bolden,6.0,Clos,514410620,36,26/01/2018,amortizing,monthly,A,reimbursed
ACSD,50000.0,credit.fr,7.3,Clos,417596145,24,27/12/2017,amortizing,monthly,C,reimbursed
Martin Jérôme,30000.0,lendix,4.0,Clos,393208079,36,29/12/2017,amortizing,monthly,B+,reimbursed
BTP / construction - Chaponost,150000.0,unilend,6.4,Clos,351751342,36,08/01/2018,amortizing,monthly,"3,5",reimbursed
Evry III,1550000.0,lendix,5.5,Clos,479328676,84,26/12/2017,amortizing,monthly,B+,reimbursed
Group SFIT,1060000.0,lendix,4.5,Clos,793834888,24,31/12/2017,amortizing,monthly,B,reimbursed
Fromagerie Lebail,50000.0,lendix,4.0,Clos,377510128,36,26/12/2017,amortizing,monthly,B+,reimbursed
Chambriard Construction 2,1150000.0,lendix,6.25,Clos,834044794,84,29/12/2017,amortizing,monthly,B,reimbursed
"Service, conseil et assurances - Léognan",150000.0,unilend,6.4,Clos,381365063,36,27/12/2017,amortizing,monthly,"3,5",reimbursed
Développement commercial Vitr'adom-Opali,27000.0,lesentrepreteurs,8.0,Clos,539953695,36,31/01/2018,amortizing,monthly,D,reimbursed
Sicilsaldo,1600000.0,lendix,5.0,Clos,01380260859,36,26/12/2017,amortizing,monthly,B+,reimbursed
Padribel,382000.0,lendix,8.75,Clos,834042533,84,27/12/2017,amortizing,monthly,C,reimbursed
SARL HBCD,75000.0,credit.fr,6.7,Clos,814505434,36,20/12/2017,amortizing,monthly,B,reimbursed
Terralia Immobilier,250000.0,lendopolis,10.0,Clos,491469151,24,09/01/2018,amortizing,monthly,C,reimbursed
Ufast,380000.0,lendix,4.75,Clos,450746789,36,18/12/2017,amortizing,monthly,B,reimbursed
JONATHAN BERTIN,12011.0,pretup,8.5,Clos,444427959,24,15/12/2017,amortizing,monthly,C,reimbursed
SELARL PHARMACIE VRAIN PERRIN,60000.0,credit.fr,5.6,Clos,448226001,36,18/12/2017,amortizing,monthly,B+,reimbursed
Guide du prêteur galactique II,110000.0,prexem,6.0,clos,488181348,12,20/12/2017,amortizing,monthly,A+,reimbursed
Diag and Go,25000.0,lendopolis,7.5,Clos,529249955,36,13/12/2017,amortizing,monthly,B,reimbursed
CAMPING LES BORDS DU LAC,200000.0,credit.fr,6.7,Clos,794195644,36,19/12/2017,amortizing,monthly,B,reimbursed
Alsei #2,3150000.0,lendix,5.75,Clos,433414786,39,18/12/2017,delayed,monthly,A,reimbursed
Chateau De Calmels,12000.0,bolden,7.2,Clos,483490397,12,13/12/2017,amortizing,monthly,C,reimbursed
MECALOC,80000.0,credit.fr,6.7,Clos,538624354,36,14/12/2017,amortizing,monthly,B,reimbursed
Roncari BTP,350000.0,wesharebonds,7.25,Clos,384190088,60,09/12/2017,amortizing,monthly,,reimbursed
HOTELS EBER,150000.0,credit.fr,6.1,Clos,434011680,48,15/12/2017,amortizing,monthly,B+,reimbursed
FRANSEJOUR,25003.0,pretup,8.5,Clos,752550459,24,06/12/2017,amortizing,monthly,C,reimbursed
Budget Insight,100000.0,bolden,6.8,Clos,749867206,36,29/12/2017,amortizing,monthly,B,reimbursed
AFO,20000.0,credit.fr,6.7,Clos,320228919,36,07/12/2017,amortizing,monthly,B,reimbursed
CIDE Interactive,400000.0,lendix,7.0,Clos,B65617524,18,11/12/2017,amortizing,monthly,C,reimbursed
BISTRO BURGER MONTORGUEIL,150000.0,credit.fr,7.8,Clos,524874831,36,04/12/2017,amortizing,monthly,C,reimbursed
MENUISERIES TABUTEAU,35000.0,credit.fr,7.8,Clos,500246970,36,04/12/2017,amortizing,monthly,C,reimbursed
Nord Est Terrassement,200000.0,wesharebonds,7.75,Clos,431320456,48,29/11/2017,amortizing,monthly,,reimbursed
HADALILI,50000.0,credit.fr,6.7,Clos,449926401,36,01/12/2017,amortizing,monthly,B,reimbursed
SARL ATLANTIQUE BRETAGNE INFORMATIQUE,37500.0,credit.fr,6.2,Clos,326650652,24,07/12/2017,amortizing,monthly,B,reimbursed
Location longue durée,45000.0,prexem,8.5,clos,490673480,36,29/12/2017,amortizing,monthly,C,reimbursed
Culture et médias - Paris,50000.0,unilend,7.8,Clos,352831077,36,01/12/2017,amortizing,monthly,3,reimbursed
Regourd Aviation #3,1000000.0,lendix,4.0,Clos,309446276,18,29/11/2017,amortizing,monthly,B+,reimbursed
Commerce de proximité hors alimentaire - Givors,40000.0,unilend,7.0,Clos,830985941,18,30/11/2017,amortizing,monthly,3,reimbursed
"Service, conseil et assurances - Gradignan",200000.0,unilend,6.6,Clos,419890215,36,13/12/2017,amortizing,monthly,4,reimbursed
Capelli #3,2100000.0,lendix,5.5,Clos,306140039,36,29/11/2017,delayed,monthly,A,reimbursed
Transpack,80000.0,bolden,7.9,Clos,530864032,18,11/12/2017,amortizing,monthly,C,reimbursed
Tacos au four,30000.0,prexem,8.3,clos,809225626,36,22/12/2017,amortizing,monthly,C,reimbursed
LUXLAB,20000.0,credit.fr,6.7,Clos,501773881,36,28/11/2017,amortizing,monthly,B,reimbursed
Juroma,108000.0,bolden,5.9,Clos,529357485,48,11/12/2017,amortizing,monthly,A,reimbursed
Vieillissement whisky premium millésime 2017,80000.0,lesentrepreteurs,7.5,Clos,441974706,36,31/12/2017,amortizing,monthly,D,reimbursed
Hautes Corbières,100000.0,enerfip,5.0,Clos,434689915,36,05/01/2018,amortizing,monthly,,reimbursed
ELITE,20000.0,credit.fr,7.8,Clos,501997340,36,22/11/2017,amortizing,monthly,C,reimbursed
Ecole de Conduite Sabolienne,49000.0,lendix,7.75,Clos,313030157,36,20/11/2017,amortizing,monthly,C,reimbursed
Abracadabra,30000.0,lendix,4.75,Clos,792149403,36,20/11/2017,amortizing,monthly,B,reimbursed
Demeter Energies,200000.0,enerfip,5.0,Clos,812842623,60,08/12/2017,amortizing,annual,,reimbursed
Corsica Aventure,100000.0,bolden,6.5,Clos,489755470,36,30/11/2017,amortizing,monthly,B,reimbursed
RBR,100000.0,credit.fr,6.7,Clos,509144267,36,20/11/2017,amortizing,monthly,B,reimbursed
Progetti Plant,300000.0,lendix,6.5,Clos,03389400247,36,17/11/2017,amortizing,monthly,B,reimbursed
BVDA,43503.0,pretup,8.0,Clos,792965048,36,06/12/2017,amortizing,monthly,C,reimbursed
IDEAL TAUX,50000.0,pretup,8.5,Clos,493865091,36,20/11/2017,amortizing,monthly,C,reimbursed
Ludo Balayage,322000.0,lendix,5.75,Clos,490376605,60,13/11/2017,amortizing,monthly,B,reimbursed
Merci Jérôme Développement,150000.0,lendopolis,7.0,Clos,521788380,24,16/11/2017,amortizing,monthly,B,reimbursed
Développement digital GpasPlus,60000.0,lesentrepreteurs,7.0,Clos,750837932,24,23/12/2017,amortizing,monthly,D,reimbursed
SAS GRAND SIECLE,30000.0,credit.fr,8.3,Clos,832191456,48,10/11/2017,amortizing,monthly,C,reimbursed
ST Protect #2,350000.0,lendix,8.0,Clos,02372680187,30,10/11/2017,amortizing,monthly,C,reimbursed
G. Expertise & Conseil,156000.0,lendix,5.25,Clos,501273023,36,09/11/2017,amortizing,monthly,B,reimbursed
Blanchisserie Teinturerie Wartner,111000.0,lendopolis,5.75,Clos,582052049,36,29/12/2017,amortizing,monthly,A,reimbursed
SAS CB COIFFURE,14000.0,pretup,8.5,Clos,832935225,36,08/11/2017,amortizing,monthly,C,reimbursed
FRANCE FORMATIONS,105000.0,credit.fr,7.2,Clos,501745541,48,10/11/2017,amortizing,monthly,B,reimbursed
"Service, conseil et assurances - Paris",150000.0,unilend,6.5,Clos,505377044,36,22/11/2017,amortizing,monthly,3.5,reimbursed
Davia,600000.0,lendix,6.5,Clos,06547571213,42,09/11/2017,amortizing,monthly,B,reimbursed
Recrutement de nouveaux talents,30000.0,lesentrepreteurs,7.5,Clos,788671147,36,30/11/2017,amortizing,monthly,D,reimbursed
LED pour tous,50000.0,prexem,7.4,clos,519268031,24,01/12/2017,amortizing,monthly,B,reimbursed
SAS LEDUC,207000.0,pretup,8.5,Clos,306150731,12,14/11/2017,amortizing,monthly,C,reimbursed
Renforcement du stock de matériel médical,40000.0,lesentrepreteurs,9.0,Clos,421519687,24,30/11/2017,amortizing,monthly,D,reimbursed
Logistique de proximité,50000.0,prexem,6.7,clos,538260647,24,24/11/2017,amortizing,monthly,B+,reimbursed
Industrie / mécanique - Villemandeur,200000.0,unilend,5.4,Clos,837050764,36,13/11/2017,amortizing,monthly,"4,5",reimbursed
R.D. MANUTENTION,200000.0,credit.fr,7.2,Clos,717350110,48,13/11/2017,amortizing,monthly,B,reimbursed
F A O P S,22000.0,pretup,8.5,Clos,800679458,36,30/10/2017,amortizing,monthly,C,reimbursed
Hexamed,156000.0,lendix,5.5,Clos,510281553,36,31/10/2017,amortizing,monthly,B,reimbursed
CHANTIER NAVAL SIMONS,100000.0,credit.fr,6.7,Clos,393674981,36,31/10/2017,amortizing,monthly,B,reimbursed
INNOVAPHOT,103000.0,credit.fr,6.7,Clos,520906579,36,09/11/2017,amortizing,monthly,B,reimbursed
Médical et paramédical - Hyères,30000.0,unilend,5.0,Clos,414752907,12,28/10/2017,amortizing,monthly,"3,5",reimbursed
Declinam,60000.0,lendix,7.25,Clos,B65874059,36,31/10/2017,amortizing,monthly,C,reimbursed
Commerce de proximité hors alimentaire - Paris,70000.0,unilend,5.5,Clos,327843942,24,29/10/2017,amortizing,monthly,"3,5",reimbursed
MARTIN PHILIPPE,64481.0,pretup,8.0,Clos,326141447,36,26/11/2017,amortizing,monthly,C,reimbursed
SOCIETE D'ETUDES ET DE TRAVAUX ELECTRIQUES ET AUTOMATISMES,100000.0,pretup,8.0,Clos,332652981,24,20/11/2017,amortizing,monthly,C,reimbursed
A.F.C.I.A.,40000.0,credit.fr,7.8,Clos,488248949,36,26/10/2017,amortizing,monthly,C,reimbursed
Bel & Blanc #2,156000.0,lendix,5.25,Clos,338270341,36,24/10/2017,amortizing,monthly,B,reimbursed
AZERO,30000.0,pretup,8.5,Clos,793526401,36,23/10/2017,amortizing,monthly,C,reimbursed
Culture et médias - Paris 11,100000.0,unilend,6.5,Clos,518773270,36,27/10/2017,amortizing,monthly,"3,5",reimbursed
CHEN MARKET,200000.0,credit.fr,7.2,Clos,789518370,48,27/10/2017,amortizing,monthly,B,reimbursed
FA-DONG,150000.0,credit.fr,7.8,Clos,788868115,36,30/10/2017,amortizing,monthly,C,reimbursed
2 BIS CAFE,120000.0,credit.fr,6.7,Clos,428561203,36,31/10/2017,amortizing,monthly,B,reimbursed
Commerce de proximité hors alimentaire - Franconville la Garenne,350000.0,unilend,8.1,Clos,478377153,12,30/10/2017,amortizing,monthly,3,reimbursed
Famille Telunts,63000.0,lendix,7.0,Clos,534530811,48,23/10/2017,amortizing,monthly,B,reimbursed
Jd Beaune,50000.0,bolden,8.5,Clos,799448071,24,30/10/2017,amortizing,monthly,D,reimbursed
Le Richelieu #B,200000.0,wesharebonds,6.25,Clos,318456993,24,18/10/2017,bullet,monthly,C,reimbursed
Le Richelieu #A,300000.0,wesharebonds,6.75,Clos,318456993,48,18/10/2017,amortizing,monthly,C,reimbursed
Scierie de l'Atlantique,830000.0,lendix,6.0,Clos,306761511,48,24/10/2017,amortizing,monthly,B,reimbursed
L'Opticien Professionnel,63000.0,lendix,4.5,Clos,529778029,12,20/10/2017,amortizing,monthly,B,reimbursed
Commerce de proximité hors alimentaire - Bourg-en-Bresse,35000.0,unilend,6.5,Clos,479722571,36,20/10/2017,amortizing,monthly,"3,5",reimbursed
Pirate,215000.0,lendix,9.0,Clos,831715057,84,26/10/2017,amortizing,monthly,C,reimbursed
Développement à l'international Animedia,30000.0,lesentrepreteurs,7.5,Clos,402243786,24,31/10/2017,amortizing,monthly,D,reimbursed
SKEYECODE,50000.0,pretup,8.75,Clos,808229421,12,14/10/2017,amortizing,monthly,D,reimbursed
Isolation & Co,25000.0,prexem,6.9,clos,804533164,12,13/10/2017,amortizing,monthly,B+,reimbursed
Pagezy Courtage Automobile,105000.0,lendix,5.25,Clos,504035718,36,16/10/2017,amortizing,monthly,B,reimbursed
Warcom Engineering & Service,250000.0,lendix,6.0,Clos,03196040988,36,13/10/2017,amortizing,monthly,B,reimbursed
Anita,104000.0,lendix,6.5,Clos,507412195,60,13/10/2017,amortizing,monthly,B,reimbursed
TSM EXP,100000.0,bolden,7.9,Clos,794712497,24,20/10/2017,amortizing,monthly,C,reimbursed
Loulik,20000.0,bolden,7.5,Clos,523914687,12,11/10/2017,amortizing,monthly,C,reimbursed
CONSEIL ETUDE ET DEVELOPPEMENT DE SOLUTIONS AUTOMATISEES,187930.0,pretup,7.0,Clos,451972483,12,03/11/2017,amortizing,monthly,B,reimbursed
Eco Prod Sol A,137000.0,lendopolis,5.0,Clos,793710849,60,07/12/2017,amortizing,quarterly,A,reimbursed
Eco Prod Sol A,63000.0,lendopolis,5.0,Clos,793710849,60,25/11/2017,amortizing,quarterly,A,reimbursed
Kernac,50000.0,lendopolis,6.75,Clos,534581632,36,10/10/2017,amortizing,monthly,B,reimbursed
Sarl Calitherm,100000.0,bolden,8.9,Clos,491869301,36,24/10/2017,amortizing,monthly,D,reimbursed
